rank,openalex_author_id,author,rwd_name_variants,unique_retracted_papers,openalex_works,retracted_papers_per_100_works,first_retraction_year,last_retraction_year,median_retraction_lag_years,orcid,match_confidence,exact_match_papers,initial_match_papers
2271,A5100375073,Jing Liu,Jing Liu,1,229,0.44,2024,2024,3,https://orcid.org/0000-0002-9031-6433,High,1,0
2272,A5100375083,Jing Liu,Jing Liu,1,336,0.3,2022,2022,4,https://orcid.org/0000-0002-9728-8893,High,1,0
2273,A5100375101,Jing Liu,Jing Liu,1,12,8.33,2023,2023,2,https://orcid.org/0000-0003-1275-7943,High,1,0
2274,A5100375137,Jing Liu,Jing Liu,1,13,7.69,2025,2025,12,https://orcid.org/0000-0003-4699-1375,High,1,0
2275,A5100375142,Jing Liu,Jing Liu,1,3,33.33,2020,2020,1,https://orcid.org/0000-0003-4819-9496,High,1,0
2276,A5100413406,Jing Liu,Jing Liu,1,455,0.22,2021,2021,0,https://orcid.org/0000-0003-2323-3475,High,1,0
2277,A5100725601,Jing Liu,Jing Liu,1,201,0.5,2023,2023,1,https://orcid.org/0000-0002-8839-0087,High,1,0
2278,A5101410620,Jing Liu,Jing Liu,1,9,11.11,2021,2021,2,https://orcid.org/0000-0001-5224-4216,High,1,0
2279,A5101852320,Jing Liu,Jing Liu,1,46,2.17,2009,2009,0,https://orcid.org/0000-0003-3569-7314,High,1,0
2280,A5108055084,Jing Liu,Jing Liu,1,44,2.27,2021,2021,0,https://orcid.org/0000-0002-3039-5504,High,1,0
2281,A5112723885,Jing Liu,Jing Liu,1,369,0.27,2023,2023,1,https://orcid.org/0000-0001-9513-3591,High,1,0
2282,A5002637149,Jing Wang,Jing Wang,1,1,100.0,2024,2024,2,https://orcid.org/0000-0003-1166-4841,High,1,0
2283,A5008992137,Jing Wang,Jing Wang,1,2,50.0,2023,2023,1,https://orcid.org/0000-0002-6295-8957,High,1,0
2284,A5014610739,Jing Wang,Jing Wang,1,134,0.75,2009,2009,7,https://orcid.org/0000-0002-3294-3746,High,1,0
2285,A5022221420,Jing Wang,Jing Wang,1,351,0.28,2010,2010,0,https://orcid.org/0000-0001-7803-1606,High,1,0
2286,A5028481145,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-1808-5861,High,1,0
2287,A5032276114,Jing Wang,Jing Wang,1,107,0.93,2011,2011,0,https://orcid.org/0000-0003-2410-4771,High,1,0
2288,A5037197426,Jing Wang,Jing Wang,1,2,50.0,2023,2023,1,https://orcid.org/0000-0002-7218-8941,High,1,0
2289,A5040046880,Jing Wang,Jing Wang,1,177,0.56,2022,2022,0,https://orcid.org/0000-0003-1140-6690,High,1,0
2290,A5047607191,Jing Wang,Jing Wang,1,1,100.0,2025,2025,2,https://orcid.org/0009-0006-1261-7026,High,1,0
2291,A5051144397,Jing Wang,Jing Wang,1,92,1.09,2023,2023,1,https://orcid.org/0000-0002-9180-7525,High,1,0
2292,A5052423480,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-8533-7061,High,1,0
2293,A5055450841,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-7028-8335,High,1,0
2294,A5055708357,Jing Wang,Jing Wang,1,372,0.27,2023,2023,1,https://orcid.org/0000-0001-5701-476X,High,1,0
2295,A5063753661,Jing Wang,Jing Wang,1,9,11.11,2024,2024,2,https://orcid.org/0000-0003-2030-9956,High,1,0
2296,A5069641970,Jing Wang,Jing Wang,1,46,2.17,2022,2022,2,https://orcid.org/0000-0002-4378-4234,High,1,0
2297,A5072652476,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-9427-6010,High,1,0
2298,A5075176228,Jing Wang,Jing Wang,1,155,0.65,2011,2011,0,,Probable,1,0
2299,A5076514018,Jing Wang,Jing Wang,1,2,50.0,2023,2023,1,,Probable,1,0
2300,A5077876044,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-3841-819X,High,1,0
2301,A5080030367,Jing Wang,Jing Wang,1,2,50.0,2023,2023,1,https://orcid.org/0000-0002-7567-5382,High,1,0
2302,A5085189560,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-5739-7465,High,1,0
2303,A5086680292,Jing Wang,Jing Wang,1,51,1.96,2024,2024,0,https://orcid.org/0000-0003-3265-4941,High,1,0
2304,A5091862443,Jing Wang,Jing Wang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-3930-3626,High,1,0
2305,A5100378318,Jing Wang,Jing Wang,1,303,0.33,2025,2025,3,https://orcid.org/0000-0001-5875-4049,High,1,0
2306,A5100378367,Jing Wang,Jing Wang,1,15,6.67,2021,2021,1,https://orcid.org/0000-0001-7863-1441,High,1,0
2307,A5100378370,Jing Wang,Jing Wang,1,241,0.41,2011,2011,0,https://orcid.org/0000-0001-8024-1880,High,1,0
2308,A5100378403,Jing Wang,Jing Wang,1,626,0.16,2023,2023,1,https://orcid.org/0000-0001-9413-2378,High,1,0
2309,A5100378415,Jing Wang,Jing Wang,1,16,6.25,2023,2023,1,https://orcid.org/0000-0002-0058-9981,High,1,0
2310,A5100378427,Jing Wang,Jing Wang,1,50,2.0,2023,2023,2,https://orcid.org/0000-0002-0389-9504,High,1,0
2311,A5100378454,Jing Wang,Jing Wang,1,28,3.57,2023,2023,2,https://orcid.org/0000-0002-1891-6426,High,1,0
2312,A5100378462,Jing Wang,Jing Wang,1,17,5.88,2023,2023,2,https://orcid.org/0000-0002-2199-9496,High,1,0
2313,A5100378464,Jing Wang,Jing Wang,1,49,2.04,2024,2024,3,https://orcid.org/0000-0002-2286-6417,High,1,0
2314,A5100378475,Jing Wang,Jing Wang,1,140,0.71,2023,2023,2,https://orcid.org/0000-0002-2735-7283,High,1,0
2315,A5100378494,Jing Wang,Jing Wang,1,178,0.56,2013,2013,0,https://orcid.org/0000-0002-3533-1526,High,1,0
2316,A5100378499,Jing Wang,Jing Wang,1,201,0.5,2023,2023,0,https://orcid.org/0000-0002-3773-1005,High,1,0
2317,A5100378503,Jing Wang,Jing Wang,1,56,1.79,2023,2023,1,https://orcid.org/0000-0002-3941-2147,High,1,0
2318,A5100378509,Jing Wang,Jing Wang,1,132,0.76,2020,2020,4,https://orcid.org/0000-0002-4122-5471,High,1,0
2319,A5100378537,Jing Wang,Jing Wang,1,1213,0.08,2023,2023,1,https://orcid.org/0000-0002-5398-0802,High,1,0
2320,A5100378563,Jing Wang,Jing Wang,1,21,4.76,2020,2020,9,https://orcid.org/0000-0002-6821-9266,High,1,0
2321,A5100378578,Jing Wang,Jing Wang,1,201,0.5,2023,2023,6,https://orcid.org/0000-0002-7566-1212,High,1,0
2322,A5100378586,Jing Wang,Jing Wang,1,28,3.57,2023,2023,1,https://orcid.org/0000-0002-7959-0685,High,1,0
2323,A5100378602,Jing Wang,Jing Wang,1,50,2.0,2026,2026,3,https://orcid.org/0000-0002-6501-2059,High,1,0
2324,A5100378610,Jing Wang,Jing Wang,1,76,1.32,2023,2023,1,https://orcid.org/0000-0002-9076-5140,High,1,0
2325,A5100378618,Jing Wang,Jing Wang,1,245,0.41,2024,2024,4,https://orcid.org/0000-0002-9272-5628,High,1,0
2326,A5100378627,Jing Wang,Jing Wang,1,36,2.78,2025,2025,2,https://orcid.org/0000-0002-9792-7165,High,1,0
2327,A5100378685,Jing Wang,Jing Wang,1,40,2.5,2021,2021,1,https://orcid.org/0000-0003-2860-1185,High,1,0
2328,A5100378695,Jing Wang,Jing Wang,1,250,0.4,2010,2010,0,https://orcid.org/0000-0003-3405-1765,High,1,0
2329,A5100378705,Jing Wang,Jing Wang,1,17,5.88,2023,2023,0,https://orcid.org/0000-0003-3951-4749,High,1,0
2330,A5100378722,Jing Wang,Jing Wang,1,82,1.22,2012,2012,0,https://orcid.org/0000-0003-4615-661X,High,1,0
2331,A5100378723,Jing Wang,Jing Wang,1,37,2.7,2023,2023,1,https://orcid.org/0000-0003-4746-8543,High,1,0
2332,A5100378742,Jing Wang,Jing Wang,1,32,3.12,2025,2025,3,https://orcid.org/0009-0005-9548-8866,High,1,0
2333,A5100378748,Jing Wang,Jing Wang,1,178,0.56,2023,2023,1,https://orcid.org/0009-0009-5884-842X,High,1,0
2334,A5100452376,Jing Wang,Jing Wang,1,28,3.57,2024,2024,4,https://orcid.org/0009-0005-5089-9987,High,1,0
2335,A5100651242,Jing Wang,Jing Wang,1,385,0.26,2023,2023,1,https://orcid.org/0000-0002-4012-0977,High,1,0
2336,A5100662033,Jing Wang,Jing Wang,1,30,3.33,2023,2023,3,https://orcid.org/0000-0003-0903-5325,High,1,0
2337,A5100681652,Jing Wang,Jing Wang,1,72,1.39,2011,2011,0,https://orcid.org/0000-0002-5248-855X,High,1,0
2338,A5100693303,Jing Wang,Jing Wang,1,39,2.56,2022,2022,9,https://orcid.org/0000-0002-7209-9869,High,1,0
2339,A5100695629,Jing Wang,Jing Wang,1,115,0.87,2024,2024,2,https://orcid.org/0000-0002-1074-4279,High,1,0
2340,A5100699718,Jing Wang,Jing Wang,1,905,0.11,2020,2020,1,https://orcid.org/0000-0003-4896-0142,High,1,0
2341,A5100784365,Jing Wang,Jing Wang,1,25,4.0,2008,2008,0,https://orcid.org/0000-0002-3757-6236,High,1,0
2342,A5101416744,Jing Wang,Jing Wang,1,123,0.81,2020,2020,2,https://orcid.org/0009-0001-4936-6244,High,1,0
2343,A5101520036,Jing Wang,Jing Wang,1,49,2.04,2011,2011,0,https://orcid.org/0000-0002-1544-1699,High,1,0
2344,A5101748041,Jing Wang,Jing Wang,1,29,3.45,2025,2025,2,https://orcid.org/0000-0002-3749-0571,High,1,0
2345,A5103198031,Jing Wang,Jing Wang,1,7,14.29,2011,2011,0,https://orcid.org/0009-0003-7783-6623,High,1,0
2346,A5113384513,Jing Wang,Jing Wang,1,139,0.72,2023,2023,1,https://orcid.org/0000-0003-0843-0358,High,1,0
2347,A5114608804,Jing Wang,Jing Wang,1,11,9.09,2021,2021,4,https://orcid.org/0000-0001-9556-0323,High,1,0
2348,A5115694897,Jing Wang,Jing Wang,1,585,0.17,2011,2011,0,https://orcid.org/0000-0001-7431-8925,High,1,0
2349,A5005112871,Jing Yang,Jing Yang,1,154,0.65,2019,2019,5,https://orcid.org/0000-0002-2113-6578,High,1,0
2350,A5014292481,Jing Yang,Jing Yang,1,69,1.45,2025,2025,3,https://orcid.org/0000-0002-3229-6438,High,1,0
2351,A5017505207,Jing Yang,Jing Yang,1,43,2.33,2010,2010,0,https://orcid.org/0000-0001-9965-6429,High,1,0
2352,A5041221161,Jing Yang,Jing Yang,1,67,1.49,2023,2023,6,https://orcid.org/0000-0002-1352-225X,High,1,0
2353,A5042786497,Jing Yang,Jing Yang,1,231,0.43,2024,2024,6,https://orcid.org/0000-0003-2733-8629,High,1,0
2354,A5053466582,Jing Yang,Jing Yang,1,76,1.32,2009,2009,0,https://orcid.org/0000-0002-5448-195X,High,1,0
2355,A5059580100,Jing Yang,Jing Yang,1,11,9.09,2023,2023,1,https://orcid.org/0000-0002-0438-6006,High,1,0
2356,A5061102034,Jing Yang,Jing Yang,1,87,1.15,2023,2023,1,https://orcid.org/0000-0003-3880-2618,High,1,0
2357,A5067915318,Jing Yang,Jing Yang,1,99,1.01,2010,2010,0,https://orcid.org/0000-0002-4651-810X,High,1,0
2358,A5083174655,Jing Yang,Jing Yang,1,144,0.69,2023,2023,1,https://orcid.org/0000-0003-2862-4993,High,1,0
2359,A5100449591,Jing Yang,Jing Yang,1,18,5.56,2024,2024,5,https://orcid.org/0000-0001-6553-2145,High,1,0
2360,A5100449592,Jing Yang,Jing Yang,1,195,0.51,2023,2023,9,https://orcid.org/0000-0001-6612-7854,High,1,0
2361,A5100459997,Jing Yang,Jing Yang,1,413,0.24,2009,2009,0,https://orcid.org/0000-0003-2799-0000,High,1,0
2362,A5100697693,Jing Yang,Jing Yang,1,81,1.23,2022,2022,2,https://orcid.org/0000-0002-9773-8065,High,1,0
2363,A5100780396,Jing Yang,Jing Yang,1,66,1.52,2010,2010,1,https://orcid.org/0000-0001-9366-4321,High,1,0
2364,A5100780397,Jing Yang,Jing Yang,1,319,0.31,2021,2021,1,https://orcid.org/0000-0002-0329-4628,High,1,0
2365,A5101690323,Jing Yang,Jing Yang,1,8,12.5,2023,2023,1,https://orcid.org/0000-0002-1734-3208,High,1,0
2366,A5101720958,Jing Yang,Jing Yang,1,159,0.63,2010,2010,0,https://orcid.org/0000-0001-7729-3452,High,1,0
2367,A5102871845,Jing Yang,Jing Yang,1,51,1.96,2024,2024,2,https://orcid.org/0000-0003-3530-3207,High,1,0
2368,A5103409441,Jing Yang,Jing Yang,1,4,25.0,2011,2011,0,,Probable,1,0
2369,A5108361045,Jing Yang,Jing Yang,1,1,100.0,2011,2011,0,,Probable,1,0
2370,A5002285108,Jing Zhang,Jing Zhang,1,5,20.0,2025,2025,2,https://orcid.org/0000-0002-1796-6042,High,1,0
2371,A5005075928,Jing Zhang,Jing Zhang,1,2,50.0,2023,2023,1,https://orcid.org/0000-0002-6043-4826,High,1,0
2372,A5031646526,Jing Zhang,Jing Zhang,1,335,0.3,2023,2023,1,https://orcid.org/0000-0002-9496-4083,High,1,0
2373,A5034667170,Jing Zhang,Jing Zhang,1,67,1.49,2024,2024,2,https://orcid.org/0000-0003-3555-0216,High,1,0
2374,A5041462375,Jing Zhang,Jing Zhang,1,203,0.49,2010,2010,1,https://orcid.org/0000-0003-1127-7761,High,1,0
2375,A5047259119,Jing Zhang,Jing Zhang,1,1,100.0,2022,2022,0,https://orcid.org/0000-0003-4847-6588,High,1,0
2376,A5047322713,Jing Zhang,Jing Zhang,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-3338-1909,High,1,0
2377,A5061841494,Jing Zhang,Jing Zhang,1,212,0.47,2022,2022,3,https://orcid.org/0000-0002-8495-2804,High,1,0
2378,A5066905801,Jing Zhang,Jing Zhang,1,169,0.59,2023,2023,1,https://orcid.org/0000-0002-5230-6285,High,1,0
2379,A5068959898,Jing Zhang,Jing Zhang,1,18,5.56,2024,2024,0,https://orcid.org/0009-0009-0098-9043,High,1,0
2380,A5075982894,Jing Zhang,Jing Zhang,1,86,1.16,2010,2010,0,https://orcid.org/0000-0002-4463-0632,High,1,0
2381,A5076573459,Jing Zhang,Jing Zhang,1,268,0.37,2020,2020,7,https://orcid.org/0000-0003-4037-9855,High,1,0
2382,A5077121399,Jing Zhang,Jing Zhang,1,34,2.94,2010,2010,0,https://orcid.org/0000-0002-0368-7739,High,1,0
2383,A5100345314,Jing Zhang,Jing Zhang,1,26,3.85,2016,2016,2,https://orcid.org/0000-0001-6041-5986,High,1,0
2384,A5100345328,Jing Zhang,Jing Zhang,1,9,11.11,2023,2023,2,https://orcid.org/0000-0001-7595-1108,High,1,0
2385,A5100345393,Jing Zhang,Jing Zhang,1,32,3.12,2019,2019,0,https://orcid.org/0000-0002-4700-6907,High,1,0
2386,A5100345438,Jing Zhang,Jing Zhang,1,680,0.15,2023,2023,2,https://orcid.org/0000-0002-8213-4314,High,1,0
2387,A5100345461,Jing Zhang,Jing Zhang,1,128,0.78,2010,2010,0,https://orcid.org/0000-0003-0647-1690,High,1,0
2388,A5100345489,Jing Zhang,Jing Zhang,1,487,0.21,2024,2024,4,https://orcid.org/0000-0003-2966-9149,High,1,0
2389,A5100345515,Jing Zhang,Jing Zhang,1,180,0.56,2023,2023,1,https://orcid.org/0009-0002-4129-7237,High,1,0
2390,A5100345516,Jing Zhang,Jing Zhang,1,202,0.5,2023,2023,1,https://orcid.org/0009-0004-2358-1423,High,1,0
2391,A5100619143,Jing Zhang,Jing Zhang,1,861,0.12,2011,2011,0,https://orcid.org/0000-0002-8200-5117,High,1,0
2392,A5100621208,Jing Zhang,Jing Zhang,1,215,0.47,2013,2013,0,https://orcid.org/0000-0002-3082-8330,High,1,0
2393,A5100629871,Jing Zhang,Jing Zhang,1,115,0.87,2010,2010,1,https://orcid.org/0000-0001-5338-5061,High,1,0
2394,A5100662048,Jing Zhang,Jing Zhang,1,25,4.0,2023,2023,2,https://orcid.org/0000-0003-1713-7874,High,1,0
2395,A5100662051,Jing Zhang,Jing Zhang,1,35,2.86,2011,2011,0,https://orcid.org/0009-0005-1078-2207,High,1,0
2396,A5100680659,Jing Zhang,Jing Zhang,1,170,0.59,2021,2021,0,https://orcid.org/0000-0003-1429-2190,High,1,0
2397,A5100699976,Jing Zhang,Jing Zhang,1,56,1.79,2020,2020,0,https://orcid.org/0000-0002-0294-4502,High,1,0
2398,A5100699977,Jing Zhang,Jing Zhang,1,48,2.08,2023,2023,2,https://orcid.org/0000-0002-1578-3760,High,1,0
2399,A5100699981,Jing Zhang,Jing Zhang,1,32,3.12,2023,2023,1,https://orcid.org/0000-0002-6677-3941,High,1,0
2400,A5100710202,Jing Zhang,Jing Zhang,1,18,5.56,2023,2023,4,https://orcid.org/0000-0003-1302-2375,High,1,0
2401,A5100720060,Jing Zhang,Jing Zhang,1,35,2.86,2023,2023,2,https://orcid.org/0000-0002-1778-8813,High,1,0
2402,A5100727231,Jing Zhang,Jing Zhang,1,306,0.33,2011,2011,0,https://orcid.org/0000-0002-2409-3104,High,1,0
2403,A5100757098,Jing Zhang,Jing Zhang,1,7,14.29,2023,2023,2,https://orcid.org/0000-0001-7476-5397,High,1,0
2404,A5100757101,Jing Zhang,Jing Zhang,1,550,0.18,2026,2026,3,https://orcid.org/0000-0002-3732-7432,High,1,0
2405,A5101487401,Jing Zhang,Jing Zhang,1,5,20.0,2023,2023,2,https://orcid.org/0000-0002-2081-9377,High,1,0
2406,A5101559744,Jing Zhang,Jing Zhang,1,53,1.89,2023,2023,1,https://orcid.org/0000-0002-8785-4652,High,1,0
2407,A5101681014,Jing Zhang,Jing Zhang,1,119,0.84,2007,2007,0,https://orcid.org/0000-0003-2019-225X,High,1,0
2408,A5101695655,Jing Zhang,Jing Zhang,1,17,5.88,2023,2023,2,https://orcid.org/0000-0002-4942-4045,High,1,0
2409,A5101758984,Jing Zhang,Jing Zhang,1,38,2.63,2024,2024,3,https://orcid.org/0000-0003-4089-4048,High,1,0
2410,A5102819538,Jing Zhang,Jing Zhang,1,354,0.28,2024,2024,2,https://orcid.org/0000-0003-2716-7313,High,1,0
2411,A5103177501,Jing Zhang,Jing Zhang,1,22,4.55,2023,2023,1,https://orcid.org/0000-0002-0572-9955,High,1,0
2412,A5113087192,Jing Zhang,Jing Zhang,1,58,1.72,2011,2011,0,https://orcid.org/0009-0005-4343-5949,High,1,0
2413,A5114155974,Jing Zhang,Jing Zhang,1,25,4.0,2019,2019,2,https://orcid.org/0000-0003-2599-1325,High,1,0
2414,A5008518906,Jing Zhao,Jing Zhao,1,19,5.26,2023,2023,2,https://orcid.org/0000-0001-8369-6442,High,1,0
2415,A5011049502,Jing Zhao,Jing Zhao,1,194,0.52,2023,2023,3,https://orcid.org/0000-0001-6424-3085,High,1,0
2416,A5016670060,Jing Zhao,Jing Zhao,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-1892-1601,High,1,0
2417,A5016817473,Jing Zhao,Jing Zhao,1,121,0.83,2011,2011,1,https://orcid.org/0000-0003-2587-1198,High,1,0
2418,A5028660596,Jing Zhao,Jing Zhao,1,32,3.12,2009,2009,0,https://orcid.org/0000-0002-2709-7821,High,1,0
2419,A5034182828,Jing Zhao,Jing Zhao,1,2,50.0,2023,2023,1,https://orcid.org/0000-0003-2506-0053,High,1,0
2420,A5037794174,Jing Zhao,Jing Zhao,1,373,0.27,2024,2024,4,https://orcid.org/0000-0001-5177-5699,High,1,0
2421,A5041301769,Jing Zhao,Jing Zhao,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-2154-4835,High,1,0
2422,A5042765146,Jing Zhao,Jing Zhao,1,89,1.12,2024,2024,8,https://orcid.org/0000-0002-5392-5037,High,1,0
2423,A5045689983,Jing Zhao,Jing Zhao,1,89,1.12,2024,2024,6,https://orcid.org/0000-0002-8029-3514,High,1,0
2424,A5050562433,Jing Zhao,Jing Zhao,1,113,0.88,2024,2024,2,https://orcid.org/0000-0002-4715-9655,High,1,0
2425,A5062272082,Jing Zhao,Jing Zhao,1,180,0.56,2016,2016,1,https://orcid.org/0000-0001-7346-9959,High,1,0
2426,A5064489538,Jing Zhao,Jing Zhao,1,220,0.45,2023,2023,6,https://orcid.org/0000-0001-6644-2416,High,1,0
2427,A5066194861,Jing Zhao,Jing Zhao,1,92,1.09,2024,2024,3,https://orcid.org/0000-0002-1198-0556,High,1,0
2428,A5088649703,Jing Zhao,Jing Zhao,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-2691-9632,High,1,0
2429,A5100358022,Jing Zhao,Jing Zhao,1,508,0.2,2023,2023,1,https://orcid.org/0009-0001-2450-4137,High,1,0
2430,A5100630789,Jing Zhao,Jing Zhao,1,76,1.32,2020,2020,7,https://orcid.org/0000-0002-1980-280X,High,1,0
2431,A5100630793,Jing Zhao,Jing Zhao,1,150,0.67,2023,2023,1,https://orcid.org/0000-0003-0976-6515,High,1,0
2432,A5100644473,Jing Zhao,Jing Zhao,1,84,1.19,2022,2022,2,https://orcid.org/0000-0001-9464-0735,High,1,0
2433,A5101600019,Jing Zhao,Jing Zhao,1,124,0.81,2023,2023,3,https://orcid.org/0000-0002-2830-7296,High,1,0
2434,A5101680913,Jing Zhao,Jing Zhao,1,129,0.78,2021,2021,2,https://orcid.org/0000-0003-1016-6373,High,1,0
2435,A5101690168,Jing Zhao,Jing Zhao,1,96,1.04,2015,2015,0,https://orcid.org/0000-0002-5355-802X,High,1,0
2436,A5101789244,Jing Zhao,Jing Zhao,1,8,12.5,2023,2023,1,https://orcid.org/0000-0001-6755-2326,High,1,0
2437,A5101976608,Jing Zhao,Jing Zhao,1,220,0.45,2024,2024,3,https://orcid.org/0000-0002-0346-3292,High,1,0
2438,A5102015424,Jing Zhao,Jing Zhao,1,128,0.78,2024,2024,2,https://orcid.org/0000-0001-8681-3296,High,1,0
2439,A5102993611,Jing Zhao,Jing Zhao,1,60,1.67,2025,2025,6,https://orcid.org/0000-0002-8169-2867,High,1,0
2440,A5103235582,Jing Zhao,Jing Zhao,1,49,2.04,2023,2023,1,https://orcid.org/0000-0002-7051-6243,High,1,0
2441,A5103247363,Jing Zhao,Jing Zhao,1,12,8.33,2010,2010,1,https://orcid.org/0000-0002-8826-4312,High,1,0
2442,A5009695635,Juan Li,Juan Li,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-8459-3573,High,1,0
2443,A5013663299,Juan Li,Juan Li,1,2,50.0,2022,2022,0,https://orcid.org/0000-0003-1715-9467,High,1,0
2444,A5037948258,Juan Li,Juan Li,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-9556-5706,High,1,0
2445,A5049808079,Juan Li,Juan Li,1,185,0.54,2011,2011,0,https://orcid.org/0000-0002-9296-9390,High,1,0
2446,A5050496216,Juan Li,Juan Li,1,1,100.0,2026,2026,4,,Probable,1,0
2447,A5062453279,Juan Li,Juan Li,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-0823-3469,High,1,0
2448,A5067901140,Juan Li,Juan Li,1,118,0.85,2024,2024,4,https://orcid.org/0000-0003-4841-1186,High,1,0
2449,A5069344865,Juan Li,Juan Li,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-8517-6715,High,1,0
2450,A5071410707,Juan Li,Juan Li,1,135,0.74,2024,2024,5,https://orcid.org/0000-0002-2037-4654,High,1,0
2451,A5100420982,Juan Li,Juan Li,1,189,0.53,2022,2022,2,https://orcid.org/0000-0001-7721-6596,High,1,0
2452,A5100421009,Juan Li,Juan Li,1,696,0.14,2023,2023,5,https://orcid.org/0000-0002-1979-9049,High,1,0
2453,A5100421013,Juan Li,Juan Li,1,134,0.75,2020,2020,2,https://orcid.org/0000-0002-2742-2743,High,1,0
2454,A5100421017,Juan Li,Juan Li,1,94,1.06,2023,2023,1,https://orcid.org/0000-0002-3529-178X,High,1,0
2455,A5100421024,Juan Li,Juan Li,1,51,1.96,2024,2024,4,https://orcid.org/0000-0002-4720-9659,High,1,0
2456,A5100421027,Juan Li,Juan Li,1,309,0.32,2011,2011,0,https://orcid.org/0000-0002-5070-6234,High,1,0
2457,A5100421045,Juan Li,Juan Li,1,331,0.3,2009,2009,0,https://orcid.org/0000-0002-8530-9001,High,1,0
2458,A5100421057,Juan Li,Juan Li,1,108,0.93,2023,2023,2,https://orcid.org/0000-0003-0170-0466,High,1,0
2459,A5100421060,Juan Li,Juan Li,1,518,0.19,2021,2021,5,https://orcid.org/0000-0003-0905-7188,High,1,0
2460,A5100421078,Juan Li,Juan Li,1,153,0.65,2020,2020,0,https://orcid.org/0000-0003-3820-3877,High,1,0
2461,A5100629419,Juan Li,Juan Li,1,307,0.33,2010,2010,0,https://orcid.org/0000-0003-1509-0988,High,1,0
2462,A5100666580,Juan Li,Juan Li,1,90,1.11,2011,2011,0,https://orcid.org/0000-0001-6642-9633,High,1,0
2463,A5100666583,Juan Li,Juan Li,1,77,1.3,2010,2010,0,https://orcid.org/0000-0001-8900-3897,High,1,0
2464,A5101528438,Juan Li,Juan Li,1,58,1.72,2011,2011,0,https://orcid.org/0000-0003-0004-8779,High,1,0
2465,A5101619987,Juan Li,Juan Li,1,48,2.08,2023,2023,2,https://orcid.org/0000-0002-1954-5348,High,1,0
2466,A5101619989,Juan Li,Juan Li,1,39,2.56,2023,2023,5,https://orcid.org/0000-0003-1817-8491,High,1,0
2467,A5102778991,Juan Li,Juan Li,1,51,1.96,2024,2024,2,https://orcid.org/0000-0003-2937-9192,High,1,0
2468,A5106725202,Juan Li,Juan Li,1,29,3.45,2021,2021,2,https://orcid.org/0000-0002-6585-3405,High,1,0
2469,A5016222194,Jun Chen,Jun Chen,1,2,50.0,2023,2023,1,https://orcid.org/0000-0002-0420-0777,High,1,0
2470,A5019794077,Jun Chen,Jun Chen,1,9,11.11,2023,2023,1,https://orcid.org/0000-0003-3633-6377,High,1,0
2471,A5027925351,Jun Chen,Jun Chen,1,1,100.0,2023,2023,1,https://orcid.org/0000-0003-2989-2420,High,1,0
2472,A5035305361,Jun Chen,Jun Chen,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-9728-932X,High,1,0
2473,A5063604106,Jun Chen,Jun Chen,1,339,0.29,2021,2021,1,https://orcid.org/0000-0002-0934-8519,High,1,0
2474,A5063902875,Jun Chen,Jun Chen,1,90,1.11,2021,2021,2,https://orcid.org/0000-0002-5814-1653,High,1,0
2475,A5070223676,Jun Chen,Jun Chen,1,1,100.0,2023,2023,1,https://orcid.org/0000-0002-6608-2243,High,1,0
2476,A5081361669,Jun Chen,Jun Chen,1,1,100.0,2023,2023,1,https://orcid.org/0000-0001-5490-349X,High,1,0
2477,A5100450126,Jun Chen,Jun Chen,1,16,6.25,2022,2022,5,https://orcid.org/0000-0001-5342-5377,High,1,0
2478,A5100450146,Jun Chen,Jun Chen,1,1185,0.08,2023,2023,2,https://orcid.org/0000-0001-8604-9689,High,1,0
2479,A5100450147,Jun Chen,Jun Chen,1,276,0.36,2017,2017,0,https://orcid.org/0000-0001-8732-6107,High,1,0
2480,A5100450173,Jun Chen,Jun Chen,1,10,10.0,2022,2022,3,https://orcid.org/0000-0002-2060-283X,High,1,0
2481,A5100450183,Jun Chen,Jun Chen,1,254,0.39,2018,2018,1,https://orcid.org/0000-0002-3837-2761,High,1,0
2482,A5100450187,Jun Chen,Jun Chen,1,219,0.46,2024,2024,6,https://orcid.org/0000-0002-4327-4330,High,1,0
2483,A5100450196,Jun Chen,Jun Chen,1,206,0.49,2015,2015,1,https://orcid.org/0000-0002-4983-030X,High,1,0
